adv_floor,n_months,avg_holdings,avg_monthly_turnover_frac,avg_monthly_cost_drag,cagr_gross,cagr_net,cagr_benchmark,maxdd_net,maxdd_bench,vol_ann_net,sharpe_like_net,final_equity_net,final_equity_gross,final_equity_bench
100000,66,3.1515151515151514,0.7216026464232206,0.03560497835497836,0.7370175339538776,0.09570419850874723,-0.002893582540899331,-0.9475814673386134,-0.5267972162677592,1.465805313473035,0.6884976094881522,1.653153921977885,20.841218798414207,0.9841885605198621
