formation_date,n_holdings,gross_ret,turnover_cost,net_ret,n_trades,bench_ret,turnover_frac,equity_net,equity_gross,equity_bench
2017-08-31,2,1.1198830409356726,0.01,1.1098830409356726,1,0.005638154083799973,0.5,5.644365326449297,7.925146292911863,1.1431230175607006
2017-09-30,4,-0.008167922341350359,0.01,-0.01816792234135036,2,0.003750496012697946,0.5,5.541818935532155,7.860414313447518,1.1474102958800851
2017-10-31,3,0.6624338624338623,0.03333333333333333,0.6291005291005289,7,0.005339620237033271,1.0,9.028180160054763,13.067418927434973,1.1535370311161468
2017-11-30,5,0.4666422106245115,0.03866666666666667,0.4279755439578448,4,0.07837594594937203,0.6666666666666666,12.892020475003623,19.16522818288981,1.243946587117505
2017-12-31,8,-0.19712610547199508,0.02475,-0.22187610547199507,7,0.016021722776001557,0.7,10.031589180344598,15.38726139071462,1.263876754484455
2018-01-31,8,-0.2973454172638955,0.03375,-0.3310954172638955,8,-0.04075895181350153,0.6666666666666666,6.710175974858423,10.811929731943952,1.2123624627502183
2018-02-28,3,0.2962962962962963,0.04666666666666666,0.24962962962962962,7,-0.0541538016209957,0.7777777777777778,8.38523471821197,14.015464467334752,1.1467084264497012
2018-03-31,1,0.0,0.019999999999999997,-0.019999999999999997,2,-0.016368132350910614,0.6666666666666666,8.217530023847731,14.015464467334752,1.127938951157668
2018-06-30,1,-0.2222222222222221,0.0,-0.2222222222222221,0,-0.04596194388885888,0.0,6.3914122407704586,10.90091680792703,1.076096684374501
2018-07-31,3,1.2334983498349834,0.05666666666666667,1.1768316831683168,4,0.02518000877056492,1.0,13.913028665898938,24.347179702193454,1.1031928083250269
2018-08-31,1,0.6379999999999999,0.016666666666666666,0.6213333333333332,2,-0.021470657228408685,0.6666666666666666,22.557657143644146,39.880680352192876,1.0795065336806347
2018-09-30,3,-0.1958180708180708,0.009999999999999998,-0.2058180708180708,2,-0.11519424663329325,0.6666666666666666,17.914883668163835,32.07132246271433,0.9551535917975761
2018-10-31,3,-0.21732619088762165,0.043333333333333335,-0.26065952422095495,4,-0.0808282399900212,0.8,13.245198614746494,25.101384115164006,0.8779502080524308
2018-11-30,2,-0.09444444444444444,0.03666666666666667,-0.13111111111111112,3,-0.06349233274528421,0.75,11.50860590747973,22.73069783762074,0.8222071013089745
2018-12-31,1,0.0,0.02,-0.02,1,0.11758793969849246,0.5,11.278433789330135,22.73069783762074,0.9188887403573665
2019-01-31,1,0.8524590163934425,0.1,0.7524590163934425,2,0.0013168036998971733,1.0,19.764992984908055,42.107686158215465,0.9200987364504629
2019-03-31,1,-0.4285714285714286,0.03,-0.45857142857142863,2,-0.024836893234857715,1.0,10.701331916114503,24.061534947551692,0.8972463423677153
2019-04-30,1,-0.1875,0.0,-0.1875,0,-0.014427795589871173,0.0,8.694832181843033,19.54999714488575,0.8843010555462744
2019-05-31,1,0.5,0.1,0.4,2,-0.02673094505859852,1.0,12.172765054580246,29.324995717328626,0.8606628526152063
2019-06-30,1,-0.032258064516129115,0.06,-0.09225806451612911,2,0.014279126172135337,1.0,11.049729310835101,28.37902811354383,0.8729523660793687
2019-08-31,1,-0.25,0.04,-0.29,2,-0.052056468033120806,1.0,7.845307810692921,21.284271085157872,0.8275095491401209
2019-11-30,1,-0.6,0.1,-0.7,2,0.06979936443466661,1.0,2.3535923432078767,8.51370843406315,0.8852691897337188
2020-01-31,1,-0.26315789473684204,0.1,-0.363157894736842,2,-0.13486213011578974,1.0,1.4988667027797533,6.273258846151795,0.7658799010803503
2020-02-29,1,-0.11111111111111105,0.1,-0.21111111111111105,2,-0.2191073330519886,1.0,1.1824392877484722,5.5762300854682625,0.5980699985165139
2020-04-30,1,1.0,0.05,0.95,2,0.17388815873150465,1.0,2.305756611109521,11.152460170936525,0.7020672893511042
2020-05-31,2,-0.21957671957671954,0.01,-0.22957671957671955,1,0.11983314372392884,0.5,1.7764085721886633,8.703639551392262,0.7861982197397842
2020-06-30,4,0.33286340852130325,0.01,0.32286340852130324,2,0.1380516988373406,0.5,2.349945898731957,11.600762679009517,0.8947342195977542
2020-07-31,9,-0.045591859185346334,0.011111111111111112,-0.05670297029645745,5,0.04138705562642109,0.5555555555555556,2.2166969862378765,11.071862340505493,0.9317646345151089
2020-08-31,5,0.08278203413923113,0.03066666666666667,0.05211536747256446,6,-0.059353739232315794,0.6,2.3322209642509897,11.988413626762087,0.8764609193722052
2020-09-30,4,-0.16714756524078558,0.025500000000000002,-0.19264756524078558,5,-0.03217222686161558,0.7142857142857143,1.8829242738845193,9.984579477949348,0.8482632198388224
2020-10-31,2,-0.05994897959183676,0.035,-0.09494897959183676,4,0.09745824680452775,0.8,1.704142535430484,9.38601412659269,0.9309334660730777
2020-11-30,1,0.47058823529411753,0.05,0.42058823529411754,3,0.1530343007915569,1.0,2.4208848370968346,13.802961950871602,1.0733982181370316
2020-12-31,3,0.7988304093567251,0.06,0.7388304093567251,4,0.0533494790714677,1.0,4.209508172294577,24.829187696421663,1.130663453910884
2021-01-31,10,0.8742900006842496,0.012,0.8622900006842495,7,0.10459189206776132,0.7,7.839324977062822,46.53709822451552,1.2489216838472934
2021-02-28,18,-0.0393045241852633,0.012333333333333333,-0.05163785751859663,10,-0.0738438880706922,0.5263157894736842,7.434519030855276,44.70797972183807,1.1566964508162134
2021-03-31,12,-0.08953533119919312,0.03527777777777778,-0.1248131089769709,14,0.0028449950133850876,0.6363636363636364,6.506593596865773,40.70503595019649,1.1599872464507859
2021-04-30,9,-0.12100085735387177,0.019444444444444445,-0.1404453017983162,7,0.011536126290224713,0.5,5.592773095474968,35.77969170160254,1.173369005820892
2021-05-31,5,0.20221547350293306,0.024000000000000004,0.17821547350293307,6,-0.008197144420470037,0.6,6.589491800879504,43.014899000831065,1.163750730621675
2021-06-30,7,-0.12601460093220804,0.027428571428571427,-0.15344317236077948,6,-0.03649460283754391,0.6666666666666666,5.578379274707207,37.594393669102104,1.1212801099057355
2021-07-31,4,-0.036275125628140725,0.024999999999999998,-0.06127512562814072,5,-0.03142724414722953,0.625,5.2365633838481065,36.230652315841645,1.0860413661342956
2021-08-31,3,0.005715319225899814,0.02333333333333333,-0.017618014107433518,3,-0.04201708791576497,0.6,5.144305536277001,36.43772205958927,1.0404090705732734
2021-09-30,4,0.05893987341772153,0.025,0.033939873417721526,5,0.10660519054105966,0.8333333333333334,5.318902615000326,38.585356785411584,1.151322077782384
2021-10-31,1,1.2364864864864864,0.052500000000000005,1.1839864864864864,5,-0.011563187188956436,1.0,11.616411434098348,86.29562902683266,1.138009125082208
2022-03-31,1,-0.6607142857142858,0.02,-0.6807142857142858,2,-0.08740181302735228,1.0,3.7089542221728284,29.27887413410393,1.038545064308352
2022-04-30,2,-0.0769402319357716,0.01,-0.08694023193577159,1,-0.09405350981668148,0.5,3.3864968818579633,27.02615076740771,0.9408662559073604
2023-01-31,1,0.13157894736842102,0.08,0.051578947368421016,3,0.006851174601146814,1.0,3.5611688262906367,30.58222323680346,0.947312294902909
2023-04-30,1,0.0,0.1,-0.1,2,-0.026769702305259324,1.0,3.205051943661573,30.58222323680346,0.9219530267782461
2023-05-31,1,-0.19999999999999996,0.1,-0.29999999999999993,2,0.042814944110637354,1.0,2.2435363605631014,24.46577858944277,0.9614263940923896
2024-01-31,1,-0.2592592592592593,0.1,-0.3592592592592593,2,0.017715677011410635,1.0,1.437525149545987,18.12279895514279,0.9784587135603756
2024-02-29,1,0.1499999999999999,0.0,0.1499999999999999,0,0.005855992572887381,0.0,1.653153921977885,20.841218798414207,0.9841885605198621
