ticker,status,rows,start,end,source,n_splits,n_jump_flags
EXG,ok,1970.0,2015-01-02,2024-12-31,tmx,0.0,24.0
FUU,ok,2490.0,2015-01-02,2024-12-31,tmx,0.0,0.0
FFU,empty,,,,,,
FBF,ok,1821.0,2015-01-26,2024-12-31,tmx,0.0,1.0
FAIR,ok,861.0,2021-06-22,2024-12-31,tmx,0.0,0.0
FPC,ok,2504.0,2015-01-05,2024-12-31,tmx,0.0,0.0
FLCN,ok,2137.0,2015-01-08,2024-12-31,tmx,0.0,0.0
FG,ok,1975.0,2015-01-02,2024-12-31,tmx,0.0,9.0
FCLX,ok,420.0,2023-05-01,2024-12-31,tmx,0.0,0.0
FHR,ok,78.0,2024-09-10,2024-12-31,tmx,0.0,0.0
FMN,ok,2089.0,2015-01-06,2024-12-31,tmx,0.0,7.0
FDI,ok,2018.0,2015-01-02,2024-12-31,tmx,0.0,0.0
FINX,empty,,,,,,
FYL,ok,1588.0,2015-01-05,2024-12-31,tmx,0.0,1.0
FTEC,ok,2270.0,2015-01-02,2024-12-31,tmx,0.0,5.0
FFOX,ok,1429.0,2018-12-27,2024-12-31,tmx,0.0,1.0
FWZ,ok,1884.0,2017-06-01,2024-12-31,tmx,0.0,0.0
FAS,ok,900.0,2021-06-01,2024-12-31,tmx,0.0,0.0
FAN,ok,1474.0,2015-02-06,2024-12-31,tmx,0.0,4.0
FCI,ok,2236.0,2015-01-02,2024-12-31,tmx,0.0,16.0
HELI,ok,872.0,2021-07-12,2024-12-31,tmx,0.0,0.0
FHYD,ok,989.0,2020-06-18,2024-12-31,tmx,0.0,2.0
FTZ,ok,1664.0,2015-01-07,2024-12-31,tmx,0.0,0.0
FEX,ok,1958.0,2015-01-05,2024-12-31,tmx,0.0,3.0
FOBI,ok,1697.0,2015-09-16,2024-11-05,tmx,0.0,0.0
FMS,ok,2485.0,2015-01-02,2024-12-31,tmx,0.0,0.0
FTJ,ok,1443.0,2015-01-02,2024-12-31,tmx,0.0,4.0
FORT,ok,707.0,2022-03-09,2024-12-31,tmx,0.0,0.0
FOR,ok,2417.0,2015-01-02,2024-12-31,tmx,0.0,0.0
FWTC,ok,799.0,2021-10-26,2024-12-31,tmx,0.0,2.0
FDR,ok,889.0,2021-03-03,2024-12-31,tmx,0.0,0.0
FA,ok,1529.0,2015-01-02,2024-12-31,tmx,0.0,2.0
FOXT,ok,2008.0,2015-01-02,2024-12-31,tmx,0.0,0.0
FP,ok,1897.0,2015-01-02,2024-12-31,tmx,0.0,0.0
FPX,ok,2231.0,2015-01-02,2024-12-31,tmx,0.0,0.0
FRED,ok,1006.0,2016-01-28,2024-12-31,tmx,0.0,2.0
FMAN,ok,727.0,2022-02-08,2024-12-31,tmx,0.0,0.0
FRI,ok,1459.0,2015-01-05,2024-12-31,tmx,0.0,10.0
FREQ,ok,728.0,2022-02-07,2024-12-31,tmx,0.0,1.0
FRNT,ok,679.0,2022-04-19,2024-12-31,tmx,0.0,0.0
FL,ok,2439.0,2015-01-02,2024-12-31,tmx,0.0,0.0
NHHH,ok,2466.0,2015-01-02,2024-12-31,tmx,0.0,0.0
FMM,ok,1401.0,2015-01-05,2024-12-31,tmx,0.0,0.0
FUSE,ok,2310.0,2015-01-02,2024-12-31,tmx,0.0,2.0
FTUR,ok,1705.0,2015-01-12,2024-12-31,tmx,0.0,4.0
LITT,ok,1662.0,2015-09-15,2024-12-31,tmx,0.0,7.0
GBU,ok,2405.0,2015-01-02,2024-12-31,tmx,0.0,3.0
GGAU,empty,,,,,,
GAL,ok,1899.0,2015-01-09,2024-12-31,tmx,0.0,1.0
GGO,ok,2042.0,2015-01-07,2024-12-31,tmx,0.0,15.0
GRI,ok,1501.0,2015-01-09,2024-12-31,tmx,0.0,4.0
GWM,ok,2379.0,2015-01-02,2024-12-31,tmx,0.0,0.0
GAMA,ok,2345.0,2015-01-02,2024-12-31,tmx,0.0,1.0
GGI,ok,2504.0,2015-01-02,2024-12-31,tmx,0.0,0.0
GSI,ok,2415.0,2015-01-02,2024-12-31,tmx,0.0,0.0
GKO,ok,932.0,2020-10-14,2024-12-31,tmx,0.0,2.0
BEEP,ok,1156.0,2018-05-25,2024-12-31,tmx,0.0,1.0
GEMG,empty,,,,,,
GENX,ok,1506.0,2015-01-23,2024-12-31,tmx,0.0,3.0
GSP,ok,2376.0,2015-01-05,2024-12-31,tmx,0.0,0.0
GMA,ok,2445.0,2015-01-02,2024-12-31,tmx,0.0,0.0
GTC,ok,1571.0,2015-01-06,2024-12-31,tmx,0.0,9.0
GFG,ok,2166.0,2015-03-16,2024-12-31,tmx,0.0,2.0
GGL,ok,1802.0,2015-01-06,2024-12-31,tmx,0.0,2.0
GGX,ok,2107.0,2015-01-05,2024-12-31,tmx,0.0,2.0
GIGA,ok,2264.0,2015-01-05,2024-12-31,tmx,0.0,5.0
GOK,ok,1229.0,2015-01-06,2024-12-31,tmx,0.0,10.0
EMM,ok,2313.0,2015-01-06,2024-12-31,tmx,0.0,0.0
GLAD,ok,807.0,2021-10-14,2024-12-31,tmx,0.0,0.0
GBML,ok,1844.0,2015-01-06,2024-12-31,tmx,0.0,1.0
CUCU,ok,1254.0,2015-01-07,2024-12-31,tmx,0.0,9.0
GEMC,ok,1835.0,2017-03-01,2024-12-31,tmx,0.0,1.0
PWER,ok,1492.0,2015-01-02,2024-12-31,tmx,0.0,5.0
GMV,ok,2071.0,2015-01-13,2024-12-31,tmx,0.0,0.0
GG,ok,2315.0,2015-01-02,2024-12-31,tmx,0.0,0.0
GLD,ok,2124.0,2015-01-02,2024-12-31,tmx,0.0,1.0
HART,empty,,,,,,
GRZ,ok,2323.0,2015-01-02,2024-12-31,tmx,0.0,1.0
GST,ok,1216.0,2016-03-18,2024-12-31,tmx,0.0,1.0
GSR,empty,,,,,,
YGT,ok,2491.0,2015-01-02,2024-12-31,tmx,0.0,0.0
AUXX,ok,897.0,2021-06-04,2024-12-31,tmx,0.0,0.0
GLB,ok,1283.0,2015-01-05,2024-12-31,tmx,0.0,1.0
GCN,ok,2066.0,2015-01-07,2024-12-31,tmx,0.0,10.0
GRG,ok,2469.0,2015-01-02,2024-12-31,tmx,0.0,0.0
AUX,ok,1275.0,2015-01-14,2024-12-31,tmx,0.0,14.0
GNG,ok,2273.0,2015-01-06,2024-12-31,tmx,0.0,22.0
GDP,ok,1665.0,2015-01-07,2024-12-31,tmx,0.0,2.0
GLDN,ok,1987.0,2015-01-14,2024-12-31,tmx,0.0,2.0
AUEN,ok,1420.0,2018-08-16,2024-12-31,tmx,0.0,1.0
GCV,empty,,,,,,
GERA,empty,,,,,,
GORO,ok,2339.0,2015-01-02,2024-12-31,tmx,0.0,1.0
GHL,ok,1354.0,2016-10-13,2024-12-31,tmx,0.0,1.0
INXS,empty,,,,,,
GQC,ok,2486.0,2015-01-02,2024-12-31,tmx,0.0,0.0
GSKR,ok,2117.0,2015-09-29,2024-12-31,tmx,0.0,0.0
GSTM,ok,536.0,2022-11-11,2024-12-31,tmx,0.0,0.0
GOT,ok,1904.0,2015-01-20,2024-12-31,tmx,0.0,4.0
GOOD,ok,802.0,2021-10-21,2024-12-31,tmx,0.0,1.0
GSS,ok,1684.0,2015-01-02,2024-12-31,tmx,0.0,0.0
GPM,ok,1924.0,2015-01-02,2024-12-31,tmx,0.0,0.0
GRSL,ok,1677.0,2017-01-30,2024-12-31,tmx,0.0,1.0
GFTA,empty,,,,,,
GGM,ok,2487.0,2015-01-02,2024-12-31,tmx,0.0,0.0
GPG,ok,2027.0,2015-01-12,2024-12-31,tmx,0.0,6.0
GEL,ok,816.0,2021-09-30,2024-12-31,tmx,0.0,0.0
GMG,ok,931.0,2021-04-15,2024-12-31,tmx,0.0,0.0
GPH,ok,2477.0,2015-01-02,2024-12-31,tmx,0.0,0.0
GR,ok,2038.0,2015-01-06,2024-12-31,tmx,0.0,1.0
GPAC,ok,1184.0,2020-04-14,2024-12-31,tmx,0.0,0.0
GPS,ok,841.0,2021-07-22,2024-12-31,tmx,0.0,0.0
GRF,ok,1089.0,2019-10-08,2024-12-31,tmx,0.0,0.0
GCOM,ok,2396.0,2015-01-02,2024-12-31,tmx,0.0,0.0
GRB,ok,2233.0,2015-01-07,2024-12-31,tmx,0.0,0.0
VGN,ok,1891.0,2015-01-06,2024-12-31,tmx,0.0,0.0
GHRT,ok,80.0,2024-09-06,2024-12-31,tmx,0.0,0.0
GRL,empty,,,,,,
WOLF,ok,528.0,2022-11-23,2024-12-31,tmx,0.0,0.0
CELL,ok,1946.0,2015-02-02,2024-12-31,tmx,0.0,2.0
GRDM,ok,2169.0,2015-01-05,2024-12-31,tmx,0.0,17.0
FIN,ok,669.0,2022-05-03,2024-12-31,tmx,0.0,1.0
GZD,ok,1972.0,2015-01-06,2024-12-31,tmx,0.0,0.0
GVR,ok,1127.0,2015-01-08,2024-12-31,tmx,0.0,2.0
GRD,ok,590.0,2022-08-25,2024-12-31,tmx,0.0,0.0
ZNG,ok,1499.0,2017-12-18,2024-12-31,tmx,0.0,0.0
GSPR,ok,1351.0,2018-12-04,2024-12-31,tmx,0.0,0.0
GT,ok,2008.0,2016-02-29,2024-12-31,tmx,0.0,0.0
GSVR,ok,1711.0,2015-01-05,2024-12-31,tmx,0.0,4.0
GX,ok,1080.0,2015-01-07,2024-12-31,tmx,0.0,5.0
GUF,ok,1142.0,2015-01-12,2024-12-31,tmx,0.0,0.0
GUN,ok,1486.0,2015-01-05,2024-12-31,tmx,0.0,0.0
HPM,ok,571.0,2022-09-22,2024-12-31,tmx,0.0,0.0
HMT,ok,1192.0,2015-01-09,2024-12-31,tmx,0.0,1.0
HFC,ok,1210.0,2015-04-01,2024-12-31,tmx,0.0,1.0
HAN,ok,1996.0,2015-01-19,2024-12-31,tmx,0.0,2.0
HANS,ok,1082.0,2019-05-01,2024-12-31,tmx,0.0,0.0
HAR,ok,1644.0,2015-01-19,2024-12-31,tmx,0.0,0.0
HVG,ok,2063.0,2015-01-06,2024-12-31,tmx,0.0,1.0
HAWK,ok,1960.0,2015-01-09,2024-12-31,tmx,0.0,4.0
HAY,ok,1949.0,2015-01-02,2024-12-31,tmx,0.0,0.0
HSTR,ok,2358.0,2015-01-02,2024-12-31,tmx,0.0,0.0
HEVI,ok,692.0,2022-03-30,2024-12-31,tmx,0.0,0.0
HHH,ok,1388.0,2015-01-13,2024-12-31,tmx,0.0,13.0
HME,ok,2358.0,2015-01-02,2024-12-31,tmx,0.0,0.0
HEM,ok,2226.0,2015-01-02,2024-12-31,tmx,0.0,19.0
BIG,ok,938.0,2021-03-24,2024-12-31,tmx,0.0,0.0
HOH,ok,94.0,2024-08-16,2024-12-31,tmx,0.0,0.0
HITI,ok,1515.0,2018-12-17,2024-12-31,tmx,0.0,0.0
HI,ok,2186.0,2015-01-02,2024-12-31,tmx,0.0,0.0
HWY,ok,1602.0,2015-01-02,2024-12-31,tmx,0.0,1.0
HAM,ok,1141.0,2018-04-06,2024-12-31,tmx,0.0,1.0
ESPN,ok,894.0,2019-03-05,2024-12-31,tmx,0.0,0.0
SHL,ok,1552.0,2015-01-13,2024-12-31,tmx,0.0,5.0
HLU,empty,,,,,,
HMR,ok,1068.0,2015-01-13,2024-12-31,tmx,0.0,9.0
TUF,ok,2025.0,2015-01-05,2024-12-31,tmx,0.0,5.0
HPL,ok,1324.0,2015-01-05,2024-12-31,tmx,0.0,3.0
HCH,ok,752.0,2022-01-04,2024-12-31,tmx,0.0,0.0
HPQ,ok,2436.0,2015-01-02,2024-12-31,tmx,0.0,0.0
HIDE,empty,,,,,,
NURS,ok,522.0,2022-12-01,2024-12-31,tmx,0.0,0.0
HC,ok,533.0,2022-11-16,2024-12-31,tmx,0.0,0.0
IB,ok,2427.0,2015-01-02,2024-12-31,tmx,0.0,0.0
ICGH,empty,,,,,,
ICRS,ok,310.0,2023-10-06,2024-12-31,tmx,0.0,2.0
ICM,ok,2278.0,2015-01-02,2024-12-31,tmx,0.0,0.0
IDEX,empty,,,,,,
IRI,ok,1351.0,2015-03-12,2024-12-31,tmx,0.0,4.0
ILC,ok,2320.0,2015-01-02,2024-12-31,tmx,0.0,0.0
UVC,empty,,,,,,
ILI,ok,2234.0,2015-01-02,2024-12-31,tmx,0.0,0.0
IDL,ok,1676.0,2015-01-02,2024-12-31,tmx,0.0,8.0
IMR,ok,2213.0,2015-01-06,2024-12-31,tmx,0.0,4.0
IMPT,ok,240.0,2023-12-12,2024-12-31,tmx,0.0,0.0
IPT,ok,2505.0,2015-01-02,2024-12-31,tmx,0.0,0.0
IEI,ok,1507.0,2015-01-14,2024-12-31,tmx,0.0,0.0
IGO,ok,2248.0,2015-01-02,2024-12-31,tmx,0.0,0.0
INEO,ok,1173.0,2018-02-02,2024-12-31,tmx,0.0,0.0
IN,ok,883.0,2018-04-25,2024-12-31,tmx,0.0,1.0
INFM,ok,780.0,2021-11-22,2024-12-31,tmx,0.0,0.0
INFI,ok,702.0,2022-03-16,2024-12-31,tmx,0.0,0.0
IOT,ok,1775.0,2015-01-05,2024-12-31,tmx,0.0,10.0
MINE,ok,1329.0,2017-02-07,2024-12-31,tmx,0.0,2.0
ISGI,ok,1444.0,2015-01-14,2024-12-31,tmx,0.0,4.0
ITR,ok,1792.0,2017-11-07,2024-12-31,tmx,0.0,0.0
IRO,ok,1436.0,2015-01-09,2024-12-31,tmx,0.0,4.0
IBAT,ok,59.0,2024-10-07,2024-12-31,tmx,0.0,0.0
IFR,ok,2149.0,2015-01-06,2024-12-31,tmx,0.0,9.0
IMM,ok,1357.0,2015-01-19,2024-12-31,tmx,0.0,3.0
IPD,ok,1193.0,2015-01-06,2024-12-31,tmx,0.0,1.0
IZZ,ok,1769.0,2015-01-02,2024-12-31,tmx,0.0,3.0
INX,ok,1856.0,2015-01-06,2024-12-31,tmx,0.0,0.0
INTR,ok,1524.0,2015-01-07,2024-12-31,tmx,0.0,1.0
IVX,ok,1238.0,2015-01-07,2024-12-31,tmx,0.0,2.0
IVS,ok,2185.0,2015-01-02,2024-12-31,tmx,0.0,2.0
IZN,ok,2170.0,2015-01-02,2024-12-31,tmx,0.0,6.0
INIK,ok,1101.0,2020-07-08,2024-12-31,tmx,0.0,0.0
IMI,ok,2386.0,2015-06-01,2024-12-31,tmx,0.0,0.0
IRR,empty,,,,,,
IFOS,ok,2254.0,2015-01-02,2024-12-31,tmx,0.0,1.0
JTWO,empty,,,,,,
JJJJ,empty,,,,,,
JJ,ok,2331.0,2015-01-02,2024-12-31,tmx,0.0,2.0
JADE,ok,1923.0,2015-01-02,2024-12-31,tmx,0.0,3.0
JG,ok,2220.0,2015-01-05,2024-12-31,tmx,0.0,0.0
JSPX,ok,2049.0,2015-03-26,2024-12-31,tmx,0.0,8.0
JDN,ok,1925.0,2015-01-05,2024-12-31,tmx,0.0,1.0
JTC,ok,1478.0,2015-01-08,2024-12-31,tmx,0.0,0.0
JEV,ok,2316.0,2015-01-02,2024-12-31,tmx,0.0,0.0
JUGR,ok,2005.0,2015-01-09,2024-12-31,tmx,0.0,1.0
JEC,ok,1453.0,2015-01-05,2024-12-31,tmx,0.0,4.0
JZR,ok,1260.0,2015-01-09,2024-12-31,tmx,0.0,2.0
KTO,ok,2018.0,2015-01-12,2024-12-31,tmx,0.0,3.0
KDSX,ok,915.0,2020-11-03,2024-12-31,tmx,0.0,0.0
KIRO,empty,,,,,,
KALO,ok,945.0,2020-03-04,2024-12-31,tmx,0.0,0.0
KNE,ok,2152.0,2015-01-05,2024-12-31,tmx,0.0,0.0
KAPA,ok,654.0,2022-05-25,2024-12-31,tmx,0.0,1.0
KDA,ok,1948.0,2015-01-15,2024-12-31,tmx,0.0,1.0
KEEK,ok,2178.0,2015-01-02,2024-12-31,tmx,0.0,3.0
KLD,ok,995.0,2021-01-13,2024-12-31,tmx,0.0,0.0
KGC,ok,1772.0,2015-01-02,2024-12-31,tmx,0.0,4.0
KIB,ok,629.0,2022-06-29,2024-12-31,tmx,0.0,1.0
KDOZ,ok,1485.0,2015-07-02,2024-12-31,tmx,0.0,2.0
KCC,ok,2247.0,2015-01-05,2024-12-31,tmx,0.0,2.0
KCP,ok,1273.0,2019-12-03,2024-12-31,tmx,0.0,0.0
KFR,ok,951.0,2021-03-18,2024-12-31,tmx,0.0,0.0
KGS,ok,1791.0,2015-01-06,2024-12-31,tmx,0.0,2.0
KNG,ok,1593.0,2015-01-06,2024-12-31,tmx,0.0,1.0
KIP,ok,1930.0,2015-01-02,2024-12-31,tmx,0.0,4.0
KLDC,ok,2015.0,2015-01-05,2024-12-31,tmx,0.0,0.0
KG,ok,2439.0,2015-01-08,2024-12-31,tmx,0.0,0.0
KS,ok,2322.0,2015-01-06,2024-12-31,tmx,0.0,3.0
KRI,ok,440.0,2023-03-31,2024-12-31,tmx,0.0,1.0
KDK,ok,2367.0,2015-01-07,2024-12-31,tmx,0.0,0.0
KTRI,ok,168.0,2024-05-01,2024-12-31,tmx,0.0,0.0
KTN,ok,2490.0,2015-01-02,2024-12-31,tmx,0.0,0.0
KORE,ok,2011.0,2015-01-14,2024-12-31,tmx,0.0,1.0
KRY,ok,1984.0,2015-01-05,2024-12-31,tmx,0.0,1.0
KOVO,ok,889.0,2021-06-04,2024-12-31,tmx,0.0,0.0
PNG,ok,2409.0,2015-02-24,2024-12-31,tmx,0.0,0.0
KBRA,ok,202.0,2024-03-13,2024-12-31,tmx,0.0,0.0
KC,ok,2109.0,2015-01-05,2024-12-31,tmx,0.0,1.0
LAB,ok,1958.0,2015-01-07,2024-12-31,tmx,0.0,0.0
LTX,ok,1625.0,2015-01-02,2024-12-31,tmx,0.0,27.0
LG,ok,682.0,2022-04-13,2024-12-31,tmx,0.0,0.0
LVG,ok,1965.0,2015-01-06,2024-12-31,tmx,0.0,5.0
LWR,ok,1875.0,2015-01-02,2024-12-31,tmx,0.0,3.0
LRA,ok,2411.0,2015-01-02,2024-12-31,tmx,0.0,0.0
VAND,ok,568.0,2022-09-27,2024-12-31,tmx,0.0,0.0
LALI,ok,1913.0,2015-01-09,2024-12-31,tmx,0.0,0.0
LXE,empty,,,,,,
LMS,ok,1984.0,2015-01-05,2024-12-31,tmx,0.0,3.0
LME,ok,2185.0,2015-01-02,2024-12-31,tmx,0.0,11.0
LGC,ok,683.0,2022-04-12,2024-12-31,tmx,0.0,0.0
LEM,ok,2489.0,2015-01-02,2024-12-31,tmx,0.0,0.0
LEGY,ok,357.0,2023-07-31,2024-12-31,tmx,0.0,0.0
LPS,ok,2371.0,2015-01-05,2024-12-31,tmx,0.0,0.0
LTV,ok,2197.0,2015-01-02,2024-12-31,tmx,0.0,1.0
LVX,ok,976.0,2021-02-10,2024-12-31,tmx,0.0,0.0
LIFT,ok,293.0,2023-11-01,2024-12-31,tmx,0.0,0.0
SCAN,ok,1167.0,2015-02-06,2024-12-31,tmx,0.0,0.0
LIB,ok,1712.0,2015-01-09,2024-12-31,tmx,0.0,8.0
LFST,ok,2254.0,2015-01-05,2024-12-31,tmx,0.0,13.0
LTNG,ok,1739.0,2015-01-07,2024-12-31,tmx,0.0,1.0
LMG,ok,1686.0,2015-01-06,2024-12-31,tmx,0.0,3.0
LIO,ok,2426.0,2015-01-02,2024-12-31,tmx,0.0,0.0
ROAR,ok,1850.0,2015-01-02,2024-12-31,tmx,0.0,34.0
LBI,ok,1349.0,2015-03-13,2024-12-31,tmx,0.0,1.0
LAF,empty,,,,,,
LITH,ok,2077.0,2015-01-16,2024-12-31,tmx,0.0,0.0
LTH,ok,655.0,2022-05-24,2024-12-31,tmx,0.0,0.0
LBNK,ok,690.0,2022-04-01,2024-12-31,tmx,0.0,0.0
LOD,ok,1825.0,2015-01-06,2024-12-31,tmx,0.0,8.0
LSTR,ok,912.0,2021-03-05,2024-12-31,tmx,0.0,0.0
LGN,ok,366.0,2023-07-18,2024-12-31,tmx,0.0,0.0
LMR,ok,2424.0,2015-01-02,2024-12-31,tmx,0.0,0.0
LA,ok,1922.0,2015-01-06,2024-12-31,tmx,0.0,0.0
LTC,empty,,,,,,
LQWD,ok,1779.0,2015-01-05,2024-12-31,tmx,0.0,3.0
LSL,ok,462.0,2023-03-01,2024-12-31,tmx,0.0,0.0
LUCA,ok,2182.0,2015-01-06,2024-12-31,tmx,0.0,4.0
LMN,ok,445.0,2023-03-24,2024-12-31,tmx,0.0,0.0
LPK,ok,2232.0,2015-01-02,2024-12-31,tmx,0.0,1.0
LXM,ok,2130.0,2015-01-15,2024-12-31,tmx,0.0,3.0
LUXR,empty,,,,,,
LCX,ok,1022.0,2015-03-05,2024-12-31,tmx,0.0,6.0
MT,ok,2224.0,2015-01-05,2024-12-31,tmx,0.0,1.0
MACK,empty,,,,,,
MDM,ok,1609.0,2015-01-07,2024-12-31,tmx,0.0,2.0
MGMA,ok,1970.0,2015-01-02,2024-12-31,tmx,0.0,21.0
MTT,ok,1848.0,2015-01-14,2024-12-31,tmx,0.0,5.0
MJS,ok,2140.0,2015-01-02,2024-12-31,tmx,0.0,0.0
MKO,ok,2407.0,2015-01-02,2024-12-31,tmx,0.0,0.0
MTH,ok,1727.0,2015-01-13,2024-12-31,tmx,0.0,4.0
MN,ok,2004.0,2015-01-06,2024-12-31,tmx,0.0,1.0
MANU,ok,1004.0,2020-12-31,2024-12-31,tmx,0.0,0.0
MGM,ok,2375.0,2015-01-07,2024-12-31,tmx,0.0,0.0
MAP,ok,1086.0,2015-03-19,2024-12-31,tmx,0.0,5.0
MAH,ok,1914.0,2015-01-05,2024-12-31,tmx,0.0,10.0
MTLO,ok,1947.0,2015-01-02,2024-12-31,tmx,0.0,3.0
MRVL,ok,853.0,2019-03-04,2024-12-31,tmx,0.0,0.0
MASS,ok,2179.0,2015-01-02,2024-12-31,tmx,0.0,2.0
MATA,ok,474.0,2023-02-10,2024-12-31,tmx,0.0,1.0
MAX,ok,1899.0,2015-01-09,2024-12-31,tmx,0.0,0.0
MFG,ok,948.0,2021-03-22,2024-12-31,tmx,0.0,0.0
MCS,ok,1316.0,2015-01-09,2024-12-31,tmx,0.0,0.0
MCF,ok,948.0,2017-06-28,2024-12-31,tmx,0.0,1.0
MPH,ok,2417.0,2015-01-02,2024-12-31,tmx,0.0,0.0
MIR,ok,2213.0,2015-01-02,2024-12-31,tmx,0.0,17.0
MDX,ok,2421.0,2015-01-02,2024-12-31,tmx,0.0,0.0
MKR,ok,2308.0,2015-01-02,2024-12-31,tmx,0.0,3.0
MENE,ok,1900.0,2015-01-07,2024-12-31,tmx,0.0,7.0
MUSH,ok,923.0,2021-04-28,2024-12-31,tmx,0.0,0.0
MERG,ok,825.0,2021-09-17,2024-12-31,tmx,0.0,0.0
MLO,ok,1002.0,2020-09-10,2024-12-31,tmx,0.0,5.0
MTX,ok,2125.0,2015-01-02,2024-12-31,tmx,0.0,5.0
MTA,ok,1733.0,2018-02-02,2024-12-31,tmx,0.0,0.0
MMG,ok,2208.0,2015-01-02,2024-12-31,tmx,0.0,6.0
MTS,ok,2186.0,2015-01-05,2024-12-31,tmx,0.0,0.0
MET,ok,1381.0,2015-01-02,2024-12-31,tmx,0.0,0.0
MQM,ok,1577.0,2015-01-02,2024-12-31,tmx,0.0,1.0
MEK,ok,2306.0,2015-01-06,2024-12-31,tmx,0.0,0.0
DDD,ok,45.0,2024-10-28,2024-12-31,tmx,0.0,0.0
MMET,empty,,,,,,
MD,ok,2436.0,2015-01-02,2024-12-31,tmx,0.0,0.0
MMA,ok,2084.0,2015-01-05,2024-12-31,tmx,0.0,2.0
MIVO,ok,1016.0,2015-04-17,2024-12-31,tmx,0.0,2.0
MLP,ok,1424.0,2015-01-02,2024-12-31,tmx,0.0,0.0
MSC,ok,1349.0,2016-06-29,2024-12-31,tmx,0.0,35.0
MIM,ok,698.0,2022-03-22,2024-12-31,tmx,0.0,0.0
MGG,ok,2388.0,2015-01-12,2024-12-31,tmx,0.0,1.0
MMM,ok,2274.0,2015-01-05,2024-12-31,tmx,0.0,0.0
MHUB,ok,833.0,2021-09-07,2024-12-31,tmx,0.0,0.0
MNLX,ok,768.0,2021-12-08,2024-12-31,tmx,0.0,1.0
MINK,ok,501.0,2023-01-04,2024-12-31,tmx,0.0,0.0
MCI,ok,1792.0,2015-01-02,2024-08-07,tmx,0.0,0.0
MSR,ok,1132.0,2015-01-06,2024-12-31,tmx,0.0,6.0
MRZ,ok,2474.0,2015-01-02,2024-12-31,tmx,0.0,0.0
MSG,ok,65.0,2024-09-27,2024-12-31,tmx,0.0,0.0
MKA,ok,1727.0,2015-01-07,2024-12-31,tmx,0.0,4.0
MBO,ok,1774.0,2015-01-02,2024-12-31,tmx,0.0,0.0
MOG,ok,139.0,2024-06-12,2024-12-31,tmx,0.0,0.0
MOGL,empty,,,,,,
MRZL,ok,2435.0,2015-01-02,2024-12-31,tmx,0.0,0.0
MON,ok,1801.0,2015-01-02,2024-12-31,tmx,0.0,2.0
MMY,ok,2225.0,2015-01-02,2024-12-31,tmx,0.0,0.0
MNRG,ok,893.0,2021-05-04,2024-12-31,tmx,0.0,0.0
MOO,ok,280.0,2023-11-20,2024-12-31,tmx,0.0,0.0
MOX,ok,2294.0,2015-01-02,2024-12-31,tmx,0.0,0.0
MCC,ok,816.0,2021-09-30,2024-12-31,tmx,0.0,0.0
MUN,ok,2233.0,2015-01-05,2024-12-31,tmx,0.0,1.0
MUR,ok,1313.0,2018-03-22,2024-12-31,tmx,0.0,0.0
MMX,ok,2338.0,2015-08-14,2024-12-31,tmx,0.0,0.0
MGRO,ok,1367.0,2019-07-10,2024-12-31,tmx,0.0,0.0
NMI,ok,2075.0,2015-01-02,2024-12-31,tmx,0.0,0.0
CTZ,ok,2166.0,2015-01-12,2024-12-31,tmx,0.0,0.0
NSCI,ok,1361.0,2019-06-13,2024-12-31,tmx,0.0,0.0
NAP,empty,,,,,,
NRC,ok,132.0,2024-06-21,2024-12-31,tmx,0.0,0.0
NAV,ok,429.0,2023-04-18,2024-12-31,tmx,0.0,3.0
NBM,ok,1745.0,2015-01-05,2024-12-31,tmx,0.0,13.0
NTX,ok,634.0,2022-06-22,2024-12-31,tmx,0.0,0.0
NDA,ok,1674.0,2018-01-22,2024-12-31,tmx,0.0,0.0
NTE,ok,2178.0,2015-01-07,2024-12-31,tmx,0.0,0.0
NPTH,ok,1123.0,2020-07-06,2024-12-31,tmx,0.0,0.0
NTLX,empty,,,,,,
NKG,ok,1624.0,2015-02-02,2024-12-31,tmx,0.0,0.0
NVLH,ok,1.0,2024-12-31,2024-12-31,tmx,0.0,0.0
NEV,ok,2377.0,2015-01-02,2024-12-31,tmx,0.0,0.0
NAU,ok,1515.0,2015-01-07,2024-12-31,tmx,0.0,6.0
NAM,ok,2366.0,2015-01-05,2024-12-31,tmx,0.0,0.0
NED,ok,1506.0,2015-01-09,2024-12-31,tmx,0.0,6.0
ENRG,ok,1377.0,2018-01-29,2024-12-31,tmx,0.0,1.0
NSE,ok,1363.0,2015-01-02,2024-12-31,tmx,0.0,8.0
NTB,ok,1205.0,2015-01-06,2024-12-31,tmx,0.0,25.0
NZ,ok,2154.0,2015-01-02,2024-12-31,tmx,0.0,9.0
NCAU,ok,1841.0,2015-01-19,2024-12-31,tmx,0.0,0.0
NWX,ok,2134.0,2015-01-02,2024-12-31,tmx,0.0,0.0
NEXE,ok,1011.0,2020-12-18,2024-12-31,tmx,0.0,0.0
NXG,ok,1600.0,2015-01-08,2024-12-31,tmx,0.0,0.0
NEXG,ok,2503.0,2015-01-02,2024-12-31,tmx,0.0,0.0
NXLV,ok,1509.0,2015-01-20,2024-12-31,tmx,0.0,1.0
NEXM,ok,595.0,2022-08-18,2024-12-31,tmx,0.0,0.0
NXH,ok,867.0,2021-06-30,2024-12-31,tmx,0.0,0.0
