ticker,status,rows,start,end,source,n_splits,n_jump_flags
NPV,ok,739.0,2022-01-21,2024-12-31,tmx,0.0,2.0
NXS,ok,2446.0,2015-01-02,2024-12-31,tmx,0.0,13.0
NICE,empty,,,,,,
NICN,ok,606.0,2022-08-03,2024-12-31,tmx,0.0,0.0
NKL,ok,1286.0,2019-11-15,2024-12-31,tmx,0.0,0.0
NCP,ok,2495.0,2015-01-02,2024-12-31,tmx,0.0,0.0
NNX,ok,1437.0,2015-01-13,2024-12-31,tmx,0.0,10.0
NIM,ok,2427.0,2015-01-02,2024-12-31,tmx,0.0,2.0
NIO,ok,1762.0,2015-01-02,2024-12-31,tmx,0.0,6.0
NBY,ok,2338.0,2015-01-02,2024-12-31,tmx,0.0,0.0
NOAL,ok,467.0,2018-06-11,2024-12-31,tmx,0.0,3.0
NBLC,ok,929.0,2021-04-20,2024-12-31,tmx,0.0,0.0
NOB,ok,2116.0,2015-01-14,2024-12-31,tmx,0.0,5.0
NOBL,ok,1306.0,2015-01-19,2024-12-31,tmx,0.0,6.0
NRM,ok,2055.0,2015-01-06,2024-12-31,tmx,0.0,7.0
NTH,ok,2341.0,2015-01-02,2024-12-31,tmx,0.0,1.0
NQC,ok,1786.0,2015-01-05,2024-12-31,tmx,0.0,5.0
VKG,ok,1147.0,2015-01-09,2024-12-31,tmx,0.0,2.0
NVT,ok,1764.0,2015-01-02,2024-12-31,tmx,0.0,5.0
NAR,ok,2225.0,2015-01-02,2024-12-31,tmx,0.0,1.0
NPR,ok,2274.0,2015-01-22,2024-12-31,tmx,0.0,0.0
NSU,ok,292.0,2023-11-02,2024-12-31,tmx,0.0,0.0
NGC,ok,2491.0,2015-01-02,2024-12-31,tmx,0.0,0.0
NL,ok,1333.0,2015-01-06,2024-12-31,tmx,0.0,6.0
NRN,ok,2330.0,2015-01-02,2024-12-31,tmx,0.0,2.0
NCX,ok,2294.0,2015-01-02,2024-12-31,tmx,0.0,2.0
NMB,empty,,,,,,
ROOF,ok,871.0,2021-07-13,2024-12-31,tmx,0.0,0.0
NWST,ok,2302.0,2015-01-05,2024-12-31,tmx,0.0,0.0
NLH,ok,1909.0,2016-04-25,2024-12-31,tmx,0.0,2.0
NVI,ok,1819.0,2015-01-21,2024-12-31,tmx,0.0,0.0
NOW,ok,877.0,2021-07-05,2024-12-31,tmx,0.0,0.0
NCI,ok,2061.0,2015-01-02,2024-12-31,tmx,0.0,2.0
NBVA,ok,1604.0,2018-03-07,2024-12-31,tmx,0.0,0.0
NGMD,ok,790.0,2021-11-08,2024-12-31,tmx,0.0,0.0
NUG,ok,2475.0,2015-01-02,2024-12-31,tmx,0.0,12.0
NRX,ok,634.0,2022-06-22,2024-12-31,tmx,0.0,0.0
NMC,ok,654.0,2022-05-25,2024-12-31,tmx,0.0,0.0
NVX,ok,2134.0,2015-01-05,2024-12-31,tmx,0.0,5.0
NVRO,empty,,,,,,
OCAL,empty,,,,,,
FEO,ok,1966.0,2015-01-06,2024-12-31,tmx,0.0,0.0
OVT,ok,2267.0,2015-01-05,2024-12-31,tmx,0.0,0.0
OTC,ok,830.0,2021-09-10,2024-12-31,tmx,0.0,0.0
OC,ok,1932.0,2015-01-02,2024-12-31,tmx,0.0,0.0
OLV,ok,2045.0,2015-01-02,2024-12-31,tmx,0.0,1.0
OMG,ok,1535.0,2015-01-06,2024-12-31,tmx,0.0,3.0
OMM,ok,1874.0,2015-01-07,2024-12-31,tmx,0.0,13.0
OML,ok,2162.0,2015-01-02,2024-12-31,tmx,0.0,0.0
OBUL,empty,,,,,,
ONAU,ok,163.0,2024-05-08,2024-12-31,tmx,0.0,0.0
OGW,empty,,,,,,
ONYX,ok,362.0,2023-07-24,2024-12-31,tmx,0.0,0.0
OPW,ok,1786.0,2015-01-02,2024-12-31,tmx,0.0,2.0
OPHR,ok,1893.0,2015-01-05,2024-12-31,tmx,0.0,1.0
OOR,ok,1648.0,2015-01-13,2024-12-31,tmx,0.0,2.0
ORCL,ok,186.0,2024-04-05,2024-12-31,tmx,0.0,0.0
OCI,ok,2131.0,2015-01-19,2024-12-31,tmx,0.0,5.0
ORS,ok,1801.0,2015-01-15,2024-12-31,tmx,0.0,3.0
OTMC,ok,2113.0,2015-01-06,2024-12-31,tmx,0.0,1.0
REX,ok,2315.0,2015-01-02,2024-12-31,tmx,0.0,0.0
OGO,ok,1845.0,2015-01-02,2024-07-18,tmx,0.0,0.0
OCO,ok,2189.0,2015-01-02,2024-12-31,tmx,0.0,0.0
OGN,ok,2282.0,2015-01-02,2024-12-31,tmx,0.0,0.0
OMI,ok,2229.0,2015-01-06,2024-12-31,tmx,0.0,2.0
OSM,ok,1126.0,2018-02-26,2024-12-31,tmx,0.0,2.0
OGG,ok,1023.0,2020-12-02,2024-12-31,tmx,0.0,0.0
COO,ok,1471.0,2015-01-06,2024-12-31,tmx,0.0,4.0
OAM,ok,870.0,2021-07-14,2024-12-31,tmx,0.0,0.0
PGLD,ok,1335.0,2018-10-16,2024-12-31,tmx,0.0,1.0
PBM,ok,1472.0,2015-01-02,2024-12-31,tmx,0.0,2.0
BKM,ok,2234.0,2015-01-02,2024-12-31,tmx,0.0,0.0
PEMC,ok,1354.0,2018-03-22,2024-12-31,tmx,0.0,4.0
PPM,ok,1432.0,2015-01-21,2024-12-31,tmx,0.0,5.0
PEX,ok,1939.0,2015-01-02,2024-12-31,tmx,0.0,0.0
PA,ok,1982.0,2015-11-13,2024-12-31,tmx,0.0,0.0
PALI,ok,478.0,2023-02-06,2024-12-31,tmx,0.0,0.0
PGZ,ok,1849.0,2015-01-07,2024-12-31,tmx,0.0,9.0
PML,ok,2132.0,2015-01-02,2024-12-31,tmx,0.0,0.0
PNTR,ok,1352.0,2015-01-30,2024-12-31,tmx,0.0,4.0
PDQ,ok,1757.0,2015-01-05,2024-12-31,tmx,0.0,5.0
PALS,empty,,,,,,
PKT,ok,2065.0,2015-01-02,2024-12-31,tmx,0.0,0.0
PVIS,ok,455.0,2023-03-10,2024-12-31,tmx,0.0,2.0
PGDC,ok,1909.0,2015-01-05,2024-12-31,tmx,0.0,9.0
PAT,ok,983.0,2020-11-16,2024-12-31,tmx,0.0,0.0
PCU,empty,,,,,,
PX,ok,2263.0,2015-01-02,2024-12-31,tmx,0.0,1.0
PTF,ok,2111.0,2015-01-05,2024-12-31,tmx,0.0,0.0
PINK,ok,1127.0,2020-07-06,2024-12-31,tmx,0.0,0.0
PMI,empty,,,,,,
PER,ok,1713.0,2015-07-15,2024-12-31,tmx,0.0,0.0
PESO,ok,716.0,2022-02-24,2024-12-31,tmx,0.0,0.0
VRY,ok,1803.0,2015-01-02,2024-12-31,tmx,0.0,9.0
PCQ,ok,1921.0,2015-01-02,2024-12-31,tmx,0.0,3.0
PTC,ok,1229.0,2015-09-03,2024-12-31,tmx,0.0,7.0
PCLO,ok,1460.0,2018-02-02,2024-12-31,tmx,0.0,0.0
PCRX,ok,660.0,2022-05-16,2024-12-31,tmx,0.0,0.0
PHNM,ok,2154.0,2015-01-13,2024-12-31,tmx,0.0,5.0
PINN,ok,2324.0,2015-01-02,2024-12-31,tmx,0.0,1.0
PTE,ok,2261.0,2015-01-07,2024-12-31,tmx,0.0,0.0
YARR,ok,2184.0,2015-01-02,2024-12-31,tmx,0.0,7.0
PVT,ok,1041.0,2020-10-30,2024-12-31,tmx,0.0,0.0
PJX,ok,2085.0,2015-01-02,2024-12-31,tmx,0.0,0.0
PTFY,ok,605.0,2022-08-04,2024-12-31,tmx,0.0,5.0
PURO,ok,2323.0,2015-01-02,2024-12-31,tmx,0.0,1.0
PGC,ok,1870.0,2015-01-06,2024-12-31,tmx,0.0,13.0
PLY,ok,2210.0,2015-01-05,2024-12-31,tmx,0.0,2.0
DEAL,ok,1918.0,2015-01-02,2024-12-31,tmx,0.0,1.0
PLUR,ok,1069.0,2020-09-24,2024-12-31,tmx,0.0,0.0
POND,ok,2022.0,2015-01-09,2024-12-31,tmx,0.0,1.0
POOL,ok,1359.0,2017-04-25,2024-12-31,tmx,0.0,3.0
PGP,ok,2169.0,2015-01-05,2024-12-31,tmx,0.0,10.0
PNPN,ok,2012.0,2015-01-07,2024-12-31,tmx,0.0,2.0
PWM,ok,2435.0,2015-01-02,2024-12-31,tmx,0.0,0.0
PWRO,ok,240.0,2024-01-18,2024-12-31,tmx,0.0,0.0
PPX,ok,1843.0,2015-01-02,2024-12-31,tmx,0.0,0.0
PRG,ok,2333.0,2015-01-02,2024-12-31,tmx,0.0,0.0
PUR,ok,271.0,2023-12-01,2024-12-31,tmx,0.0,0.0
HDRO,ok,832.0,2021-08-27,2024-12-31,tmx,0.0,0.0
PTEC,ok,807.0,2018-11-01,2024-12-31,tmx,0.0,0.0
PMX,ok,1191.0,2015-01-08,2024-12-31,tmx,0.0,4.0
PLAN,ok,2217.0,2015-01-02,2024-12-31,tmx,0.0,0.0
MKT,ok,2033.0,2015-01-05,2024-12-31,tmx,0.0,17.0
PSVA,empty,,,,,,
PPP,ok,2299.0,2015-01-05,2024-12-31,tmx,0.0,0.0
PGX,ok,2240.0,2015-01-02,2024-12-31,tmx,0.0,1.0
PEI,ok,1906.0,2015-01-02,2024-12-31,tmx,0.0,1.0
MAPS,ok,998.0,2021-01-11,2024-12-31,tmx,0.0,0.0
PHD,ok,1914.0,2015-09-02,2024-12-31,tmx,0.0,2.0
PTX,ok,1675.0,2017-03-23,2024-12-30,tmx,0.0,0.0
PLSR,ok,347.0,2023-08-15,2024-12-31,tmx,0.0,0.0
PUL,ok,1759.0,2015-01-27,2024-12-31,tmx,0.0,0.0
PUMA,ok,2359.0,2015-01-02,2024-12-31,tmx,0.0,0.0
PE,ok,2501.0,2015-01-02,2024-12-31,tmx,0.0,0.0
BRED,ok,643.0,2022-06-09,2024-12-31,tmx,0.0,0.0
PTU,ok,2436.0,2015-01-02,2024-12-31,tmx,0.0,0.0
QGR,ok,1542.0,2015-01-02,2024-12-31,tmx,0.0,5.0
QTWO,ok,1605.0,2015-01-09,2024-12-31,tmx,0.0,7.0
QMC,ok,2157.0,2015-01-14,2024-12-31,tmx,0.0,1.0
QRO,ok,1584.0,2015-01-05,2024-12-31,tmx,0.0,3.0
LEAP,ok,2213.0,2015-01-14,2024-12-31,tmx,0.0,0.0
QNC,ok,2177.0,2015-01-06,2024-12-31,tmx,0.0,3.0
QZM,ok,1351.0,2015-01-05,2024-12-31,tmx,0.0,1.0
QPT,ok,2105.0,2015-01-05,2024-12-31,tmx,0.0,3.0
QST,ok,2495.0,2015-01-02,2024-12-31,tmx,0.0,0.0
QURI,ok,598.0,2022-08-15,2024-12-31,tmx,0.0,0.0
QYOU,ok,2076.0,2015-02-11,2024-12-31,tmx,0.0,0.0
RAK,ok,1705.0,2015-01-05,2024-12-31,tmx,0.0,2.0
RDS,ok,2420.0,2015-01-02,2024-12-31,tmx,0.0,0.0
RDU,ok,2315.0,2015-01-06,2024-12-31,tmx,0.0,0.0
RMO,ok,1832.0,2015-01-07,2024-12-31,tmx,0.0,1.0
RKV,ok,908.0,2021-04-01,2024-12-31,tmx,0.0,0.0
RAMP,ok,847.0,2021-04-16,2024-12-31,tmx,0.0,0.0
RNCH,ok,803.0,2021-10-20,2024-12-31,tmx,0.0,0.0
RTH,ok,1797.0,2015-01-02,2024-12-31,tmx,0.0,3.0
RE,ok,1323.0,2018-02-14,2024-12-31,tmx,0.0,1.0
XBOT,ok,958.0,2015-11-10,2024-12-31,tmx,0.0,0.0
RGI,ok,1093.0,2015-01-21,2024-12-31,tmx,0.0,3.0
RECO,ok,1664.0,2015-01-02,2024-12-31,tmx,0.0,1.0
REC,ok,1039.0,2015-01-07,2024-12-31,tmx,0.0,8.0
AMY,ok,2389.0,2015-01-02,2024-12-31,tmx,0.0,2.0
RFX,ok,825.0,2021-09-17,2024-12-31,tmx,0.0,0.0
REE,ok,802.0,2021-10-21,2024-12-31,tmx,0.0,3.0
GIII,ok,1861.0,2017-05-16,2024-12-31,tmx,0.0,0.0
RSMX,ok,674.0,2022-04-26,2024-12-31,tmx,0.0,0.0
RPP,ok,1082.0,2015-03-25,2024-12-31,tmx,0.0,8.0
REG,ok,2396.0,2015-01-06,2024-12-31,tmx,0.0,0.0
RET,ok,1060.0,2020-09-03,2024-12-31,tmx,0.0,0.0
RET.A,ok,1060.0,2020-09-03,2024-12-31,tmx,0.0,0.0
MYID,ok,1863.0,2015-01-06,2024-12-31,tmx,0.0,0.0
REKO,ok,1775.0,2015-01-02,2024-12-31,tmx,0.0,0.0
RGC,ok,351.0,2023-08-09,2024-12-31,tmx,0.0,0.0
RAGE,ok,2111.0,2015-01-02,2024-12-31,tmx,0.0,2.0
RW,ok,2026.0,2015-01-02,2024-12-31,tmx,0.0,0.0
RSS,ok,2281.0,2015-01-02,2024-12-31,tmx,0.0,0.0
RSM,ok,658.0,2022-05-18,2024-12-31,tmx,0.0,0.0
REH,empty,,,,,,
REVX,ok,1936.0,2015-01-05,2024-12-31,tmx,0.0,8.0
RVG,ok,1993.0,2015-01-05,2024-12-31,tmx,0.0,2.0
OWN,ok,808.0,2021-06-04,2024-12-31,tmx,0.0,0.0
RMD,ok,1664.0,2015-01-05,2024-12-31,tmx,0.0,0.0
RDG,ok,1090.0,2020-08-17,2024-12-31,tmx,0.0,0.0
RMI,ok,1328.0,2018-03-08,2024-12-31,tmx,0.0,6.0
RLYG,ok,1143.0,2015-03-03,2024-12-31,tmx,0.0,0.0
RYO,ok,1636.0,2015-01-15,2024-12-31,tmx,0.0,1.0
RRRL,empty,,,,,,
RRI,ok,2458.0,2015-01-02,2024-12-31,tmx,0.0,0.0
RIWI,ok,1089.0,2020-07-27,2024-12-31,tmx,0.0,0.0
ROB,empty,,,,,,
RCT,ok,1500.0,2015-01-07,2024-12-31,tmx,0.0,4.0
RCK,ok,2210.0,2015-02-17,2024-12-31,tmx,0.0,4.0
RK,ok,2343.0,2015-01-02,2024-12-31,tmx,0.0,0.0
RUM,ok,1853.0,2015-01-02,2024-12-31,tmx,0.0,0.0
ROK,ok,1964.0,2015-01-02,2024-12-31,tmx,0.0,1.0
RKR,ok,1938.0,2015-01-22,2024-12-31,tmx,0.0,2.0
RME,ok,1503.0,2015-01-02,2020-12-24,tmx,0.0,0.0
ROS,ok,1856.0,2015-01-05,2024-12-31,tmx,0.0,4.0
RTE,ok,1110.0,2018-08-17,2024-12-31,tmx,0.0,1.0
ROI,ok,2434.0,2015-01-02,2024-12-31,tmx,0.0,0.0
RYR,ok,2139.0,2015-04-20,2024-12-31,tmx,0.0,0.0
RPX,ok,2384.0,2015-01-02,2024-12-31,tmx,0.0,0.0
RTM,ok,1864.0,2015-01-05,2024-12-31,tmx,0.0,16.0
ROMJ,ok,1073.0,2020-09-22,2024-12-31,tmx,0.0,0.0
RMB,ok,296.0,2023-10-27,2024-12-31,tmx,0.0,1.0
RML,ok,2254.0,2015-01-05,2024-12-31,tmx,0.0,1.0
RZL,empty,,,,,,
SBIO,ok,810.0,2018-11-12,2024-12-31,tmx,0.0,1.0
SAE,ok,2159.0,2015-01-05,2024-12-31,tmx,0.0,2.0
SF,ok,2274.0,2015-01-02,2024-12-31,tmx,0.0,0.0
SAGA,ok,69.0,2024-09-23,2024-12-31,tmx,0.0,0.0
SAGE,ok,449.0,2023-03-20,2024-12-31,tmx,0.0,0.0
FISH,ok,1626.0,2018-01-04,2024-12-31,tmx,0.0,0.0
SRL,ok,2020.0,2015-01-05,2024-12-31,tmx,0.0,0.0
SCAI,empty,,,,,,
SME,ok,2294.0,2015-01-06,2024-12-31,tmx,0.0,0.0
SLG,ok,999.0,2018-06-15,2024-12-31,tmx,0.0,1.0
SFR,ok,2126.0,2015-01-02,2024-12-31,tmx,0.0,0.0
SCZ,ok,2436.0,2015-01-02,2024-12-31,tmx,0.0,0.0
SWA,ok,2225.0,2015-01-02,2024-12-31,tmx,0.0,0.0
SATO,ok,826.0,2021-09-16,2024-12-31,tmx,0.0,0.0
SCD,ok,1536.0,2018-01-16,2024-12-31,tmx,0.0,0.0
SCY,ok,2491.0,2015-01-02,2024-12-31,tmx,0.0,0.0
SGLD,ok,2283.0,2015-01-02,2024-12-31,tmx,0.0,2.0
SCOT,ok,1784.0,2015-01-14,2024-12-31,tmx,0.0,3.0
SMY,ok,1946.0,2015-01-02,2024-04-10,tmx,0.0,0.0
SCLT,ok,1902.0,2015-01-12,2024-12-31,tmx,0.0,6.0
ID,ok,2072.0,2016-03-18,2024-12-31,tmx,0.0,21.0
SEGN,ok,724.0,2022-02-11,2024-12-31,tmx,0.0,0.0
SGZ,ok,1901.0,2015-01-05,2024-12-31,tmx,0.0,2.0
SCMI,empty,,,,,,
SEND,ok,312.0,2023-10-04,2024-12-31,tmx,0.0,0.0
SEVA,empty,,,,,,
SHRX,ok,6.0,2024-12-20,2024-12-31,tmx,0.0,0.0
SHRP,ok,839.0,2021-01-12,2024-12-31,tmx,0.0,0.0
SIEN,ok,2317.0,2015-01-05,2024-12-31,tmx,0.0,1.0
SM,ok,929.0,2021-04-19,2024-12-31,tmx,0.0,0.0
SGML,ok,1534.0,2018-05-09,2024-12-31,tmx,0.0,0.0
SGU,ok,2105.0,2015-02-02,2024-12-31,tmx,0.0,3.0
SBMI,ok,768.0,2021-12-06,2024-12-31,tmx,0.0,0.0
SVG,ok,1867.0,2015-01-05,2024-12-31,tmx,0.0,11.0
SNAG,ok,2134.0,2015-01-02,2024-12-31,tmx,0.0,0.0
SVE,ok,2218.0,2015-01-07,2024-12-31,tmx,0.0,3.0
SPD,ok,1669.0,2015-01-02,2024-12-31,tmx,0.0,5.0
SNG,ok,2159.0,2015-01-02,2024-12-31,tmx,0.0,0.0
SSE,ok,2286.0,2015-01-05,2024-12-31,tmx,0.0,3.0
SVRS,ok,1937.0,2015-01-02,2024-12-31,tmx,0.0,0.0
SILV,ok,2102.0,2015-01-22,2024-12-31,tmx,0.0,0.0
VIPR,ok,1572.0,2017-09-29,2024-12-31,tmx,0.0,0.0
SWLF,ok,1658.0,2015-01-21,2024-12-31,tmx,0.0,0.0
AGX,ok,1628.0,2015-01-02,2024-12-31,tmx,0.0,10.0
AGA,ok,32.0,2024-11-14,2024-12-31,tmx,0.0,0.0
SICO,empty,,,,,,
HASH,ok,829.0,2021-05-20,2024-12-31,tmx,0.0,0.0
SEI,ok,2216.0,2015-08-11,2024-12-31,tmx,0.0,0.0
SOI,ok,2456.0,2015-01-06,2024-12-31,tmx,0.0,0.0
SIG,ok,208.0,2024-03-05,2024-12-31,tmx,0.0,0.0
SKEL,ok,1607.0,2015-01-07,2024-12-31,tmx,0.0,1.0
SKRR,ok,1631.0,2015-01-06,2024-12-31,tmx,0.0,1.0
SKYG,ok,2303.0,2015-01-07,2024-12-31,tmx,0.0,7.0
SYH,ok,2469.0,2015-01-02,2024-12-31,tmx,0.0,1.0
SXL,ok,2043.0,2015-01-07,2024-12-31,tmx,0.0,1.0
SSX,ok,836.0,2021-06-21,2024-12-31,tmx,0.0,0.0
SMWE,empty,,,,,,
SMRV,ok,1644.0,2015-01-06,2024-12-31,tmx,0.0,1.0
SPN,ok,2280.0,2015-01-02,2024-12-31,tmx,0.0,3.0
SGC,ok,1491.0,2018-05-14,2024-12-31,tmx,0.0,0.0
SOMA,ok,2091.0,2015-01-05,2024-12-31,tmx,0.0,0.0
SNV,ok,2149.0,2015-01-02,2024-12-31,tmx,0.0,12.0
SGO,ok,1943.0,2015-01-06,2024-12-31,tmx,0.0,0.0
SRR,ok,712.0,2022-03-02,2024-12-31,tmx,0.0,0.0
SAO,ok,1390.0,2015-01-05,2024-12-31,tmx,0.0,2.0
SPMC,ok,977.0,2020-12-08,2024-12-31,tmx,0.0,1.0
STS,ok,1620.0,2015-01-14,2024-12-31,tmx,0.0,0.0
SMP,ok,1155.0,2020-04-09,2024-12-31,tmx,0.0,0.0
SOU,ok,2092.0,2015-01-02,2024-12-31,tmx,0.0,6.0
SSV,ok,2404.0,2015-01-07,2024-12-31,tmx,0.0,0.0
SGQ,ok,1588.0,2015-01-05,2024-12-31,tmx,0.0,0.0
SML,ok,2011.0,2015-01-06,2024-12-31,tmx,0.0,11.0
SQG,ok,1734.0,2015-01-02,2024-12-31,tmx,0.0,6.0
SPA,ok,2477.0,2015-01-05,2024-12-31,tmx,0.0,0.0
SPRQ,ok,749.0,2022-01-07,2024-12-31,tmx,0.0,0.0
SPAR,ok,2323.0,2015-01-02,2024-12-31,tmx,0.0,0.0
W,ok,1111.0,2015-01-13,2024-12-31,tmx,0.0,1.0
SRI,ok,2201.0,2015-01-06,2024-12-31,tmx,0.0,10.0
SPC,ok,959.0,2021-03-08,2024-12-31,tmx,0.0,0.0
SSA,ok,1774.0,2015-01-09,2024-12-31,tmx,0.0,9.0
SRQ,ok,346.0,2023-08-16,2024-12-31,tmx,0.0,0.0
LORD,ok,1817.0,2015-01-05,2024-12-31,tmx,0.0,2.0
SRC,ok,2121.0,2015-01-02,2024-12-31,tmx,0.0,6.0
STUD,ok,1381.0,2016-03-18,2024-12-31,tmx,0.0,3.0
SDI,ok,1899.0,2015-01-08,2024-12-31,tmx,0.0,5.0
STMP,ok,1542.0,2017-04-06,2024-12-31,tmx,0.0,7.0
SLI,ok,2168.0,2015-02-02,2024-12-31,tmx,0.0,0.0
STND,ok,1155.0,2020-05-05,2024-12-31,tmx,0.0,0.0
ZIGY,empty,,,,,,
SUN,ok,59.0,2024-10-07,2024-12-31,tmx,0.0,0.0
STE,ok,1632.0,2015-01-07,2024-12-31,tmx,0.0,3.0
SPX,ok,1898.0,2015-01-02,2024-12-31,tmx,0.0,0.0
SAG,ok,2103.0,2015-01-02,2024-12-31,tmx,0.0,8.0
PGE,ok,2174.0,2015-01-02,2024-12-31,tmx,0.0,4.0
STW,ok,1481.0,2015-04-29,2024-12-31,tmx,0.0,2.0
STRM,ok,1433.0,2017-11-29,2024-12-31,tmx,0.0,0.0
SGE,ok,1159.0,2015-01-12,2024-12-31,tmx,0.0,0.0
SMD,ok,2474.0,2015-01-02,2024-12-31,tmx,0.0,0.0
SR,ok,1633.0,2015-01-16,2024-12-31,tmx,0.0,2.0
SKP,ok,2378.0,2015-01-02,2024-12-31,tmx,0.0,1.0
SKK,ok,1070.0,2015-01-02,2024-12-31,tmx,0.0,0.0
SDR,ok,1836.0,2015-01-09,2024-12-31,tmx,0.0,20.0
STUV,ok,888.0,2018-07-27,2024-12-31,tmx,0.0,1.0
SUGR,ok,295.0,2023-10-30,2024-12-31,tmx,0.0,0.0
SUM,empty,,,,,,
PEAK,ok,1078.0,2020-08-17,2024-12-31,tmx,0.0,0.0
SMN,ok,2195.0,2015-01-02,2024-12-31,tmx,0.0,0.0
SPZ,ok,619.0,2022-07-14,2024-12-31,tmx,0.0,1.0
SUI,ok,1444.0,2015-05-15,2024-12-31,tmx,0.0,13.0
NILI,ok,1514.0,2018-05-01,2024-12-31,tmx,0.0,3.0
SURG,ok,2108.0,2015-01-02,2024-12-31,tmx,0.0,1.0
SRGE,ok,73.0,2024-09-17,2024-12-31,tmx,0.0,0.0
SYG,ok,1205.0,2015-01-14,2024-12-31,tmx,0.0,6.0
ESAF,empty,,,,,,
TWO,ok,1411.0,2015-01-05,2024-12-31,tmx,0.0,2.0
TAO,ok,2497.0,2015-01-02,2024-12-31,tmx,0.0,0.0
TAJ,ok,1701.0,2015-01-06,2024-12-31,tmx,0.0,7.0
TRO,ok,1580.0,2015-01-09,2024-12-31,tmx,0.0,4.0
TDG,ok,998.0,2018-09-21,2024-12-31,tmx,0.0,0.0
TECT,ok,1223.0,2019-11-18,2024-12-31,tmx,0.0,0.0
TELO,ok,2030.0,2015-04-14,2024-12-31,tmx,0.0,6.0
TNX,empty,,,,,,
TRR,empty,,,,,,
TES,ok,1620.0,2015-01-05,2024-12-31,tmx,0.0,3.0
TPL,ok,2216.0,2015-01-02,2024-12-31,tmx,0.0,3.0
TUO,ok,2308.0,2015-01-02,2024-12-31,tmx,0.0,0.0
TGX,ok,1985.0,2015-01-02,2024-12-31,tmx,0.0,16.0
FRSH,ok,561.0,2021-11-16,2024-12-31,tmx,0.0,0.0
FTRC,ok,803.0,2021-10-20,2024-12-31,tmx,0.0,0.0
WED,ok,2506.0,2015-01-02,2024-12-31,tmx,0.0,0.0
WI,ok,1634.0,2016-03-18,2024-12-31,tmx,0.0,1.0
TLT,ok,2509.0,2015-01-02,2024-12-31,tmx,0.0,0.0
THRM,ok,2107.0,2015-01-02,2024-12-31,tmx,0.0,24.0
TMG,ok,2371.0,2015-01-02,2024-12-31,tmx,0.0,0.0
TAU,ok,2059.0,2015-03-19,2024-12-31,tmx,0.0,0.0
TTI,ok,682.0,2022-04-13,2024-12-31,tmx,0.0,0.0
TRCG,empty,,,,,,
THX,ok,1742.0,2015-01-29,2024-12-31,tmx,0.0,4.0
TCCM,ok,2239.0,2015-01-05,2024-12-31,tmx,0.0,0.0
YAY,ok,854.0,2021-07-06,2024-12-31,tmx,0.0,0.0
TGOL,ok,1902.0,2015-01-05,2024-12-31,tmx,0.0,0.0
THM,ok,1030.0,2015-06-03,2024-12-31,tmx,0.0,3.0
BIRD,ok,378.0,2023-06-29,2024-12-31,tmx,0.0,0.0
AWE,ok,2046.0,2015-01-02,2024-12-31,tmx,0.0,2.0
TSLV,ok,894.0,2021-06-09,2024-12-31,tmx,0.0,0.0
TNGD,empty,,,,,,
TIGR,empty,,,,,,
TK,ok,2497.0,2015-01-02,2024-12-31,tmx,0.0,0.0
TORC,ok,751.0,2022-01-05,2024-12-31,tmx,0.0,0.0
TTS,ok,1257.0,2015-01-05,2024-12-31,tmx,0.0,2.0
TLA,ok,1990.0,2015-01-02,2024-12-31,tmx,0.0,0.0
TITI,empty,,,,,,
TNR,ok,2065.0,2015-01-02,2024-12-31,tmx,0.0,3.0
LOT,ok,2022.0,2015-01-02,2024-12-31,tmx,0.0,0.0
TBLL,ok,998.0,2020-12-15,2024-12-31,tmx,0.0,3.0
TGC,ok,802.0,2021-10-21,2024-12-31,tmx,0.0,1.0
TOI,ok,982.0,2021-02-02,2024-12-31,tmx,0.0,0.0
TORQ,ok,2183.0,2015-01-05,2024-12-31,tmx,0.0,0.0
TMET,ok,769.0,2021-12-07,2024-12-31,tmx,0.0,0.0
TORR,ok,1521.0,2017-02-06,2024-12-31,tmx,0.0,0.0
TT,empty,,,,,,
TTZ,ok,1745.0,2015-01-05,2024-12-31,tmx,0.0,3.0
TOTC,empty,,,,,,
TWR,ok,2001.0,2015-01-05,2024-12-31,tmx,0.0,3.0
TBK,ok,2335.0,2015-01-02,2024-12-31,tmx,0.0,0.0
TTG,ok,1408.0,2015-01-02,2024-12-31,tmx,0.0,2.0
TCO,ok,1649.0,2016-03-18,2024-12-31,tmx,0.0,3.0
XTM,ok,2070.0,2015-01-05,2024-12-31,tmx,0.0,2.0
OCEN,ok,2505.0,2015-01-02,2024-12-31,tmx,0.0,0.0
TRS,ok,1770.0,2015-01-07,2024-12-31,tmx,0.0,2.0
TRBE,ok,932.0,2021-03-25,2024-12-31,tmx,0.0,0.0
TRBC,ok,543.0,2022-11-02,2024-12-31,tmx,0.0,0.0
ROCK,ok,1970.0,2015-07-29,2024-12-31,tmx,0.0,0.0
TG,ok,1605.0,2017-06-15,2024-12-31,tmx,0.0,0.0
TOM,ok,1476.0,2017-04-25,2024-12-31,tmx,0.0,1.0
TSG,ok,2310.0,2015-01-05,2024-12-31,tmx,0.0,1.0
TIG,ok,2380.0,2015-01-05,2024-12-31,tmx,0.0,1.0
TR,ok,1402.0,2018-06-29,2024-12-31,tmx,0.0,0.0
TRU,ok,1363.0,2015-01-05,2024-12-31,tmx,0.0,2.0
TBIX,ok,1052.0,2019-06-11,2024-12-31,tmx,0.0,6.0
