price_tercile,1,5,Q5_minus_Q1
0,-0.19163519810392146,0.16883687772778,0.3604720758317015
1,-0.0947632862528889,-0.106926895716061,-0.01216360946317209
2,-0.35307584793243835,0.2638164207008307,0.6168922686332691
